Record ID,Business Domain,Source System,Table Name,Field Name,Data Owner,Data Steward,Data Classification,Critical Data Element,Completeness Percent,Accuracy Percent,Consistency Flag,Duplicate Flag,GDPR Relevant,Regulation Type,Retention Policy Years,Masking Required,Access Level,Compliance Status,Audit Rating,Country,Country Latitude,Country Longitude,Audit Date,Data Quality Score,Governance Maturity Score,Compliance Risk Score,Audit Findings Count,Open Issues Count,Days Since Last Audit,Business Impact Score,Estimated Fine EUR,Remediation Cost EUR,Maturity Band,Low Governance Maturity Flag,Low Data Quality Flag,Governance-Quality Quadrant,Quality Band,Compliance Risk Band,High_or_Critical_Risk,Impact band,Estimated Fine Log,Fine Band,High Compliance Risk Flag,High Business Impact Flag,High Fine Flag,CRITICAL PRIORITY ASSET,Remediation Cost Band,Fine_to_Remediation_Ratio,ROI Band,Audit Month,Audit Freshness Band,Findings Severity Band,Open Issues Severity Band
3431,HR,HR_System,Recruitment,Application_Date,HR Manager,Data Gov Team,Public,No,100.0,88.8,Yes,No,No,Internal Policy,3,No,Admin,At Risk,C,France,48.8566,2.3522,2025-04-15,94.9,3,44.5,5,1,265,6,234132,14048,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.363644608943716,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.666571753986332,High ROI (10–50x),2025-04,Aging,Moderate Issues,Low
3432,Finance,Data_Warehouse,Invoices,Vendor_ID,Finance Director,FP&A Analytics,Public,No,100.0,91.2,No,Yes,No,Internal Policy,1,No,Write,At Risk,C,Belgium,50.8503,4.3517,2024-12-31,93.0,5,46.1,4,2,370,2,140167,11213,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Low Impact,11.850596982166923,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.500401319896548,High ROI (10–50x),2024-12,Stale,Moderate Issues,Low
3433,Operations,Support,Shipments,Customer_ID,Supply Chain Lead,Ops BI,Internal,No,95.8,78.7,Yes,Yes,No,Internal Policy,1,No,Read,At Risk,C,Netherlands,52.3676,4.9041,2024-09-26,88.5,4,46.2,2,1,466,6,72785,4367,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Medium Risk,False,Medium Impact,11.195278907998974,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.667048316922372,High ROI (10–50x),2024-09,Stale,Minor Issues,Low
3434,HR,HR_System,Recruitment,Role_Applied,People Ops Lead,People Ops,Internal,No,95.2,86.1,Yes,Yes,No,Internal Policy,7,No,Read,At Risk,C,United Kingdom,51.5074,-0.1278,2025-09-01,91.6,3,33.1,3,2,126,3,220040,17603,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.301569171607317,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.50014202124638,High ROI (10–50x),2025-09,Fresh,Minor Issues,Low
3435,Finance,Finance_System,Payments,Fraud_Score,Controller,Finance Ops,Confidential,No,100.0,100.0,Yes,No,No,SOX,10,No,Write,At Risk,C,Netherlands,52.3676,4.9041,2025-08-03,100.0,4,31.8,3,2,155,1,199797,15984,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.20506213513648,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499812312312311,High ROI (10–50x),2025-08,Fresh,Minor Issues,Low
3436,Finance,Billing,Invoices,Invoice_ID,Head of Finance Ops,FP&A Analytics,Internal,No,100.0,100.0,Yes,No,No,Internal Policy,5,No,Write,At Risk,B,Ireland,53.3498,-6.2603,2025-07-17,100.0,4,23.6,2,2,172,3,230535,18443,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.34816231143625,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499864447215746,High ROI (10–50x),2025-07,Fresh,Minor Issues,Low
3437,Operations,Procurement,Shipments,Carrier,Supply Chain Lead,Ops BI,Public,No,86.5,90.2,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,France,48.8566,2.3522,2025-03-22,89.5,2,25.2,2,0,289,4,128133,5125,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Low Risk,False,Medium Impact,11.76083187031026,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.001560975609756,High ROI (10–50x),2025-03,Aging,Minor Issues,Resolved
3438,Sales,CRM,Orders,Channel,Regional Sales Lead,Data Gov Team,Internal,No,91.7,83.7,Yes,No,No,Internal Policy,1,No,Read,At Risk,B,Netherlands,52.3676,4.9041,2025-11-04,88.9,3,20.1,2,1,62,5,89641,5378,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,11.40357923913406,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.668092227593903,High ROI (10–50x),2025-11,Fresh,Minor Issues,Low
3439,Finance,Finance_System,Invoices,Card_Last4,Controller,Finance Ops,Sensitive,Yes,90.8,91.5,No,No,Yes,GDPR,7,Yes,Read,Non-Compliant,E,Belgium,50.8503,4.3517,2024-11-29,89.1,3,97.9,11,8,402,10,647579,129516,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,High Impact,13.380997617047447,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),4.99999227894623,Moderate ROI (3–10x),2024-11,Stale,Severe Issues,High
3440,Marketing,Web_Analytics,Campaigns,Campaign_ID,Head of Growth,CRM Ops,Internal,No,80.2,89.6,Yes,No,No,Internal Policy,2,No,Admin,Non-Compliant,C,United Kingdom,51.5074,-0.1278,2024-09-29,86.4,2,54.1,5,5,463,3,453398,63476,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Medium Risk,False,Low Impact,13.024527811495128,Medium (€100k–€500k),False,False,False,False,High Cost (€50k–€150k),7.142825634885626,Moderate ROI (3–10x),2024-09,Stale,Moderate Issues,Medium
3441,Finance,Data_Warehouse,Invoices,IBAN,Head of Finance Ops,Finance Ops,Sensitive,Yes,100.0,95.9,Yes,No,Yes,GDPR,2,Yes,Read,Non-Compliant,E,United Kingdom,51.5074,-0.1278,2025-01-08,98.2,5,75.8,9,6,362,9,1072074,171532,High Maturity,False,False,Healthy,High Quality,High Risk,True,High Impact,13.885106580852177,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),6.249994170183989,Moderate ROI (3–10x),2025-01,Aging,Severe Issues,High
3442,Finance,Finance_System,GL_Entries,Entry_ID,Head of Finance Ops,Data Gov Team,Internal,Yes,91.5,93.3,Yes,No,No,Internal Policy,3,No,Admin,At Risk,C,Portugal,38.7223,-9.1393,2024-11-24,93.1,4,49.1,4,2,407,5,18207,1457,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,9.809616336926057,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.496225120109814,High ROI (10–50x),2024-11,Stale,Moderate Issues,Low
3443,Sales,Data_Warehouse,Orders,Customer_ID,Sales Director,Data Gov Team,Internal,No,92.1,100.0,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,Portugal,38.7223,-9.1393,2025-10-27,96.4,4,20.1,2,0,70,8,60870,2435,High Maturity,False,False,Healthy,High Quality,Low Risk,False,High Impact,11.016512149807108,Low (<€100k),False,True,False,False,Low Cost (<€10k),24.99794661190965,High ROI (10–50x),2025-10,Fresh,Minor Issues,Resolved
3444,HR,Learning_LMS,Recruitment,Outcome,HR Director,Data Gov Team,Internal,No,98.0,100.0,Yes,No,No,Internal Policy,2,No,Read,Compliant,B,United Kingdom,51.5074,-0.1278,2024-06-01,99.1,4,20.4,1,0,583,3,0,1636,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2024-06,Critical,Clean,Resolved
3445,Finance,Finance_System,GL_Entries,Amount_EUR,Head of Finance Ops,Data Gov Team,Internal,No,96.6,94.6,Yes,No,No,Internal Policy,5,No,Write,At Risk,C,Sweden,59.3293,18.0686,2024-05-14,96.0,5,32.8,3,1,601,5,90389,5423,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.411888920792457,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.66771159874608,High ROI (10–50x),2024-05,Critical,Minor Issues,Low
3446,Operations,Procurement,Shipments,Customer_ID,Supply Chain Lead,Ops BI,Internal,No,100.0,87.7,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,Netherlands,52.3676,4.9041,2025-01-01,94.5,4,26.5,2,2,369,5,176829,14146,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.082944098049023,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.500282765446062,High ROI (10–50x),2025-01,Stale,Minor Issues,Low
3447,IT,Monitoring,Access_Logs,IP_Address,CISO,Data Gov Team,Sensitive,Yes,92.0,98.0,Yes,No,Yes,GDPR,2,Yes,Read,Non-Compliant,D,France,48.8566,2.3522,2024-10-19,95.5,4,74.0,8,6,443,6,831214,132994,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.630643764802592,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),6.250011278704302,Moderate ROI (3–10x),2024-10,Stale,Severe Issues,High
3448,Marketing,Data_Warehouse,Sessions,Session_ID,Marketing Lead,Data Gov Team,Internal,No,86.1,86.0,Yes,No,No,Internal Policy,5,No,Write,At Risk,C,Spain,40.4168,-3.7038,2024-03-10,87.5,3,38.6,3,1,666,3,53296,3198,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Low Impact,10.88363532339163,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.66541588492808,High ROI (10–50x),2024-03,Critical,Minor Issues,Low
3449,Sales,Support,POS_Transactions,Loyalty_ID,Head of Revenue Ops,Data Gov Team,Public,No,87.7,100.0,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,Poland,52.2297,21.0122,2024-11-01,94.5,3,22.5,1,0,430,5,184392,7376,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.124824628429648,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.998915401301517,High ROI (10–50x),2024-11,Stale,Clean,Resolved
3450,Operations,WMS,Support_Tickets,Resolution_Time_Min,Ops Director,Ops BI,Internal,No,90.8,87.1,Yes,No,No,Internal Policy,5,No,Read,At Risk,C,Poland,52.2297,21.0122,2024-10-27,90.1,3,31.5,3,1,435,5,227590,13655,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.335305437394469,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.667154888319295,High ROI (10–50x),2024-10,Stale,Minor Issues,Low
3451,Sales,Data_Warehouse,POS_Transactions,Card_Last4,Regional Sales Lead,Data Gov Team,Sensitive,Yes,98.3,97.4,Yes,No,Yes,GDPR,5,Yes,Read,Non-Compliant,D,Belgium,50.8503,4.3517,2024-09-15,98.1,4,74.9,6,3,477,7,386759,38676,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,12.865559624597484,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),9.999974144172096,Moderate ROI (3–10x),2024-09,Stale,Moderate Issues,Medium
3452,Operations,Data_Warehouse,Shipments,Dispatch_Date,Head of Operations,Ops BI,Internal,No,91.9,94.3,Yes,No,No,Internal Policy,7,No,Admin,At Risk,C,Ireland,53.3498,-6.2603,2024-02-10,93.8,4,48.8,4,2,695,5,50890,4071,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,10.837441369615792,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.500614099729797,High ROI (10–50x),2024-02,Critical,Moderate Issues,Low
3453,IT,Monitoring,AI_Models,Model_ID,CISO,Platform Engineering,Public,Yes,100.0,86.6,Yes,No,No,Internal Policy,1,No,Write,At Risk,B,United Kingdom,51.5074,-0.1278,2025-12-26,94.0,4,15.2,1,0,10,5,197960,7918,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,12.195825320578624,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),25.001262945188177,High ROI (10–50x),2025-12,Fresh,Clean,Resolved
3454,IT,AI_Platform,Access_Logs,Role,Head of Data Platform,Platform Engineering,Confidential,Yes,99.5,89.1,Yes,No,No,NIS2,3,No,Admin,Non-Compliant,D,Denmark,55.6761,12.5683,2024-08-28,94.9,4,70.3,8,7,495,7,458321,82498,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.035327272836248,Medium (€100k–€500k),False,True,False,False,High Cost (€50k–€150k),5.555540740381585,Moderate ROI (3–10x),2024-08,Stale,Severe Issues,High
3455,HR,Data_Warehouse,Employees,National_ID,HR Director,People Ops,Sensitive,Yes,93.3,86.3,No,No,Yes,GDPR,5,Yes,Write,Non-Compliant,E,Belgium,50.8503,4.3517,2025-11-02,87.8,3,90.7,15,10,64,7,1125261,270063,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,Medium Impact,13.933526455395139,Very High (€1M+),True,True,True,True,Very High Cost (>€150k),4.166661112407105,Moderate ROI (3–10x),2025-11,Fresh,Severe Issues,Critical
3456,Sales,CRM,Leads,Status,Head of Revenue Ops,Revenue Ops,Public,No,99.3,88.1,Yes,No,No,Internal Policy,7,No,Write,At Risk,B,United Kingdom,51.5074,-0.1278,2025-10-26,94.3,2,18.1,2,1,71,2,188246,11295,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,12.145510209280177,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.66631252766711,High ROI (10–50x),2025-10,Fresh,Minor Issues,Low
3457,Sales,Support,Orders,Sales_Rep_ID,Regional Sales Lead,Revenue Ops,Internal,No,98.9,93.8,Yes,No,No,Internal Policy,5,No,Read,At Risk,B,Poland,52.2297,21.0122,2025-08-23,96.7,4,19.2,2,2,135,6,21783,1743,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,9.988931034353595,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.497418244406196,High ROI (10–50x),2025-08,Fresh,Minor Issues,Low
3458,Finance,Finance_System,GL_Entries,Description,Finance Director,Finance Ops,Internal,Yes,100.0,99.7,Yes,No,No,Internal Policy,2,No,Read,Compliant,A,Belgium,50.8503,4.3517,2025-10-12,99.9,5,10.3,0,0,85,5,0,2746,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-10,Fresh,Clean,Resolved
3459,HR,Data_Warehouse,Payroll,Tax_Code,HR Director,People Ops,Internal,No,100.0,97.6,No,No,No,Internal Policy,5,No,Read,At Risk,C,Belgium,50.8503,4.3517,2025-08-01,95.9,3,33.7,3,2,157,6,89464,7157,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.401602766325961,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.500209585021658,High ROI (10–50x),2025-08,Fresh,Minor Issues,Low
3460,Finance,Payments_Gateway,Invoices,Invoice_Date,Head of Finance Ops,Finance Ops,Internal,No,97.8,100.0,Yes,No,No,Internal Policy,1,No,Read,Compliant,B,Belgium,50.8503,4.3517,2025-02-03,99.0,4,22.4,2,0,336,4,0,1121,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-02,Aging,Minor Issues,Resolved
3461,HR,Payroll,Recruitment,Interview_Score,People Ops Lead,People Ops,Internal,No,83.7,89.7,Yes,No,No,Internal Policy,7,No,Read,At Risk,C,Netherlands,52.3676,4.9041,2024-07-27,88.0,3,30.4,3,3,527,4,205209,20521,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,12.23178912403481,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),9.999951269431314,Moderate ROI (3–10x),2024-07,Stale,Minor Issues,Medium
3462,Sales,POS,POS_Transactions,Store_ID,Sales Director,Sales Analytics,Internal,No,100.0,100.0,No,No,No,Internal Policy,2,No,Read,At Risk,C,Germany,52.52,13.405,2024-12-21,97.0,3,34.4,2,2,380,3,239018,19121,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.384298325661806,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.500287641859735,High ROI (10–50x),2024-12,Stale,Minor Issues,Low
3463,IT,Monitoring,Security_Incidents,Attack_Vector,Head of Data Platform,Platform Engineering,Internal,No,96.1,85.1,Yes,No,No,NIS2,5,No,Read,At Risk,B,Netherlands,52.3676,4.9041,2025-06-01,91.5,4,24.7,2,1,218,3,109739,6584,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,11.605869210612966,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),16.667527339003644,High ROI (10–50x),2025-06,Aging,Minor Issues,Low
3464,Finance,Data_Warehouse,Payments,Payment_Method,Finance Director,FP&A Analytics,Internal,No,93.6,93.5,Yes,No,No,Internal Policy,5,No,Read,At Risk,A,Poland,52.2297,21.0122,2025-08-03,94.2,5,14.4,1,1,155,4,99466,5968,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,11.507581209844453,Low (<€100k),False,False,False,False,Low Cost (<€10k),16.666554959785522,High ROI (10–50x),2025-08,Fresh,Clean,Low
3465,IT,Data_Warehouse,Security_Incidents,Severity,Head of Data Platform,Security Ops,Confidential,No,100.0,99.8,Yes,No,Yes,GDPR,7,Yes,Write,Non-Compliant,D,Spain,40.4168,-3.7038,2024-11-18,99.9,5,64.1,7,7,413,6,473299,85194,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,13.06748471589434,Medium (€100k–€500k),False,False,False,False,High Cost (€50k–€150k),5.55554381763974,Moderate ROI (3–10x),2024-11,Stale,Severe Issues,High
3466,Operations,WMS,Inventory,Batch_Number,Head of Operations,Data Gov Team,Internal,Yes,89.5,100.0,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Poland,52.2297,21.0122,2025-04-27,95.3,3,42.8,3,0,253,8,64779,2591,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,High Impact,11.07875219272532,Low (<€100k),False,True,False,False,Low Cost (<€10k),25.00154380548051,High ROI (10–50x),2025-04,Aging,Minor Issues,Resolved
3467,Operations,Procurement,Shipments,Delivery_Date,Head of Operations,Data Gov Team,Internal,No,88.5,94.0,Yes,No,No,Internal Policy,2,No,Write,At Risk,C,Ireland,53.3498,-6.2603,2025-11-19,92.2,2,36.9,5,4,47,8,211213,25346,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,High Impact,12.260627116496087,Medium (€100k–€500k),False,True,False,False,Medium Cost (€10k–€50k),8.333188668823484,Moderate ROI (3–10x),2025-11,Fresh,Moderate Issues,Medium
3468,IT,Data_Warehouse,Access_Logs,Result,Head of Data Platform,Platform Engineering,Internal,No,100.0,99.1,Yes,No,No,NIS2,5,No,Admin,At Risk,C,Sweden,59.3293,18.0686,2025-06-01,99.6,5,40.1,4,2,218,3,15938,1275,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Low Impact,9.676524215119054,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.500392156862745,High ROI (10–50x),2025-06,Aging,Moderate Issues,Low
3469,Operations,WMS,Support_Tickets,Customer_ID,Head of Operations,Process Excellence,Internal,No,100.0,99.9,No,No,No,Internal Policy,2,No,Write,At Risk,C,Sweden,59.3293,18.0686,2024-10-19,97.0,2,51.4,2,2,443,5,58223,4658,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Medium Risk,False,Medium Impact,10.972052919851942,Low (<€100k),False,False,False,False,Low Cost (<€10k),12.499570631172176,High ROI (10–50x),2024-10,Stale,Minor Issues,Low
3470,Marketing,Email_Platform,Customer_Master,Address,Marketing Lead,Data Gov Team,Sensitive,No,85.9,83.2,Yes,No,Yes,GDPR,2,Yes,Write,Non-Compliant,E,United Kingdom,51.5074,-0.1278,2024-10-11,86.1,2,96.3,8,5,451,7,668490,93589,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,Critical Risk,True,Medium Impact,13.412778212456695,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),7.142826614238853,Moderate ROI (3–10x),2024-10,Stale,Severe Issues,Medium
3471,Marketing,Web_Analytics,Sessions,Session_ID,Digital Lead,CRM Ops,Internal,No,99.4,90.9,Yes,No,No,Internal Policy,3,No,Read,At Risk,B,Poland,52.2297,21.0122,2025-08-25,95.6,1,20.6,2,0,133,2,121421,4857,Low Maturity,True,False,Fragile (High Quality + Low Maturity),High Quality,Low Risk,False,Low Impact,11.707027360299714,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.999176446366068,High ROI (10–50x),2025-08,Fresh,Minor Issues,Resolved
3472,Marketing,Data_Warehouse,Customer_Master,Phone,Digital Lead,Marketing Analytics,Sensitive,Yes,98.2,79.1,Yes,No,Yes,GDPR,3,Yes,Read,Non-Compliant,E,Denmark,55.6761,12.5683,2024-07-12,89.8,3,87.6,15,9,542,10,825844,181686,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Critical Risk,True,High Impact,13.624162383562682,High (€500k–€1M),True,True,True,True,Very High Cost (>€150k),4.545446539634314,Moderate ROI (3–10x),2024-07,Critical,Severe Issues,High
3473,Sales,POS,Leads,Assigned_Rep,Head of Revenue Ops,Sales Analytics,Confidential,Yes,100.0,91.4,No,No,No,Internal Policy,3,No,Read,At Risk,C,Italy,41.9028,12.4964,2024-03-17,93.1,4,52.1,3,3,659,6,205200,20520,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.231745265561225,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),10.0,High ROI (10–50x),2024-03,Critical,Minor Issues,Medium
3474,IT,AI_Platform,Security_Incidents,Reporter,Head of Data Platform,Data Gov Team,Internal,Yes,100.0,96.0,Yes,No,No,NIS2,3,No,Read,Compliant,B,Spain,40.4168,-3.7038,2025-09-26,98.2,3,24.9,1,0,101,6,0,2332,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-09,Fresh,Clean,Resolved
3475,IT,Security_SIEM,Security_Incidents,Attack_Vector,CISO,Platform Engineering,Confidential,No,90.0,94.7,Yes,No,Yes,GDPR,3,Yes,Write,Non-Compliant,D,Ireland,53.3498,-6.2603,2025-11-12,93.1,4,55.8,6,6,54,5,414014,66242,High Maturity,False,False,Healthy,High Quality,Medium Risk,False,Medium Impact,12.93365748403515,Medium (€100k–€500k),False,False,False,False,High Cost (€50k–€150k),6.250022644243833,Moderate ROI (3–10x),2025-11,Fresh,Moderate Issues,High
3476,Operations,WMS,Shipments,Customer_ID,Supply Chain Lead,Process Excellence,Internal,No,85.0,91.8,Yes,No,No,Internal Policy,7,No,Write,At Risk,B,Spain,40.4168,-3.7038,2025-10-25,89.5,4,27.3,2,0,72,5,206640,8266,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Medium Impact,12.23873826709212,Medium (€100k–€500k),False,False,False,False,Low Cost (<€10k),24.998790225018148,High ROI (10–50x),2025-10,Fresh,Minor Issues,Resolved
3477,Operations,Support,Inventory,Expiry_Date,Supply Chain Lead,Process Excellence,Internal,No,98.2,96.8,Yes,No,No,Internal Policy,1,No,Write,Compliant,B,Spain,40.4168,-3.7038,2025-06-10,97.7,4,28.5,2,0,209,4,0,2622,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-06,Aging,Minor Issues,Resolved
3478,HR,Learning_LMS,Employees,Last_Name,HR Manager,HR Analytics,Sensitive,Yes,98.0,98.4,Yes,No,Yes,GDPR,7,Yes,Read,Non-Compliant,D,Sweden,59.3293,18.0686,2025-03-27,98.4,3,74.9,6,5,284,6,537890,75305,High Maturity,False,False,Healthy,High Quality,High Risk,True,Medium Impact,13.195411216386834,High (€500k–€1M),False,False,True,False,High Cost (€50k–€150k),7.142819201912223,Moderate ROI (3–10x),2025-03,Aging,Moderate Issues,Medium
3479,Sales,POS,Leads,Estimated_Value_EUR,Head of Revenue Ops,Sales Analytics,Confidential,No,85.4,85.3,Yes,No,Yes,GDPR,5,Yes,Write,Non-Compliant,D,Italy,41.9028,12.4964,2025-04-16,86.8,2,71.1,8,5,264,3,414692,58057,Low Maturity,True,True,Critical (Low Quality + Low Maturity),Low Quality,High Risk,True,Low Impact,12.935293766419957,Medium (€100k–€500k),False,False,False,False,High Cost (€50k–€150k),7.142842379041287,Moderate ROI (3–10x),2025-04,Aging,Severe Issues,Medium
3480,HR,Data_Warehouse,Recruitment,Hiring_Manager,HR Director,Data Gov Team,Internal,No,99.1,91.7,Yes,No,No,Internal Policy,5,No,Write,At Risk,B,France,48.8566,2.3522,2025-12-26,95.9,4,17.4,1,1,10,3,195047,11703,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Low Impact,12.18100096110115,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),16.666410322139622,High ROI (10–50x),2025-12,Fresh,Clean,Low
3481,Finance,Finance_System,Invoices,Invoice_ID,Controller,FP&A Analytics,Public,No,98.1,100.0,Yes,No,No,Internal Policy,3,No,Read,Compliant,A,Belgium,50.8503,4.3517,2025-12-26,99.2,5,0.0,1,0,10,5,0,595,High Maturity,False,False,Healthy,High Quality,Low Risk,False,Medium Impact,0.0,Low (<€100k),False,False,False,False,Low Cost (<€10k),0.0,Low ROI (<3x),2025-12,Fresh,Clean,Resolved
3482,Finance,Data_Warehouse,Payments,Card_Token,Finance Director,FP&A Analytics,Sensitive,Yes,92.1,86.0,Yes,No,Yes,GDPR,2,Yes,Write,Non-Compliant,E,Belgium,50.8503,4.3517,2024-12-12,90.2,5,87.4,14,10,389,8,619694,148727,High Maturity,False,False,Healthy,High Quality,Critical Risk,True,High Impact,13.336982700497446,High (€500k–€1M),True,True,True,True,High Cost (€50k–€150k),4.166654339830696,Moderate ROI (3–10x),2024-12,Stale,Severe Issues,Critical
3483,Operations,Logistics,Inventory,Status,Ops Director,Process Excellence,Public,No,83.5,89.1,No,No,No,Internal Policy,1,No,Read,At Risk,C,Poland,52.2297,21.0122,2024-07-22,84.7,3,32.9,4,2,532,3,149287,11943,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,Low Risk,False,Low Impact,11.913632605213307,Medium (€100k–€500k),False,False,False,False,Medium Cost (€10k–€50k),12.499958134472076,High ROI (10–50x),2024-07,Stale,Moderate Issues,Low
3484,Finance,Finance_System,Invoices,Billing_Address,Head of Finance Ops,FP&A Analytics,Sensitive,Yes,84.9,89.9,Yes,No,Yes,GDPR,5,Yes,Read,Non-Compliant,D,Sweden,59.3293,18.0686,2025-10-29,88.6,4,67.5,8,7,68,7,927090,166876,High Maturity,False,True,Fixable (Low Quality + High Maturity),Low Quality,High Risk,True,Medium Impact,13.739807005857305,High (€500k–€1M),False,True,True,False,Very High Cost (>€150k),5.5555622138593925,Moderate ROI (3–10x),2025-10,Fresh,Severe Issues,High
